CASE_ID;BREED;GENDER_01;AGEATSURGERYmo;BODYWEIGHTKG;Taglia;BCS;INDICATIONFORTHR;HIPRL;YEAR;n_luxation;GENERATION;STEMSIZE;CUPSIZE;NECKSIZE;HEADSIZE;ALO;CUPRETROVERSION;STEMANTEVERSIONREAL;RECTUSFEMORISM.RELEASE;first_lux_days_after_thr;DIRECTION;LUX_01;LUX_CR
232;10;1;11,3;24;1;5;4;L;2020;;6;SMALL;2;4;0;45;16;22,5;NO;;;0;0
233;10;0;15,8666666666667;29,4;1;5;4;R;2020;;6;MEDIUM;4;4;1;43;18;11,5;NO;;;0;0
234;12;0;51,3;37;1;6;4;L;2020;;6;LARGE;7;4;2;45;16;22,5;NO;;;0;0
235;6;0;18,1666666666667;17,5;0;5;4;L;2020;;6;X-SMALL;2;4;0;45;20;20,8;NO;;;0;0
236;10;0;13,2;37;1;7;4;L;2020;;6;MEDIUM;4;4;1;45;22;14,6;NO;;;0;0
237;2;0;31,8666666666667;22,5;1;5;4;L;2020;;6;X-SMALL;1;4;0;40;15;20,8;NO;;;0;0
238;6;0;59,6;22,5;1;5;4;L;2020;;6;SMALL;2;4;0;42;20;27,7;NO;;;0;0
239;12;0;9,93333333333333;30;1;5;4;L;2020;;6;LARGE;4;4;1;45;15;27,7;NO;;;0;0
240;10;1;118,266666666667;40;1;8;4;L;2020;;6;MEDIUM;7;4;2;45;18;22,5;NO;;;0;0
241;3;1;13,9666666666667;48,4;1;6;4;L;2020;;6;LARGE;7;5;1;46;14;17,7;NO;;;0;0
242;3;1;48,8666666666667;25,3;1;5;4;R;2020;;6;SMALL;2;4;0;44;22;20,8;NO;;;0;0
243;5;0;57,3666666666667;42;1;5;4;R;2020;;6;LARGE;7;4;2;45;24;17,7;NO;;;0;0
244;12;1;20,1333333333333;29,2;1;5;4;R;2020;;6;MEDIUM;4;4;1;40;15;17,7;NO;;;0;0
245;12;0;18,0666666666667;34,8;1;6;4;L;2020;;6;MEDIUM;4;5;1;40;26;27,7;YES;;;0;0
246;6;0;31,5333333333333;20,5;1;5;4;R;2020;;6;X-SMALL;2;4;0;40;25;17,7;NO;;;0;0
247;13;1;47,1;41;1;6;4;L;2020;;6;LARGE;7;5;2;46;22;31,3;NO;;;0;0
248;5;1;26,9333333333333;23;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;14;19,2;NO;;;0;0
249;10;0;137,066666666667;43;1;6;4;L;2020;;6;MEDIUM;4;4;1;45;22;20,8;NO;;;0;0
250;10;1;17,6333333333333;30,8;1;5;4;R;2020;;6;SMALL;4;4;1;45;23;20,8;NO;;;0;0
251;5;1;97,3333333333333;37;1;5;4;R;2020;;6;LARGE;7;4;2;45;22;14,6;NO;;;0;0
252;12;1;89,7333333333333;31,2;1;6;4;R;2020;;6;MEDIUM;4;4;0;46;11;24,2;NO;;;0;0
253;10;1;9,93333333333333;23,7;1;5;4;R;2020;;6;SMALL;2;4;0;40;10;17,7;NO;;;0;0
254;3;1;71,1666666666667;35,6;1;5;4;L;2020;;6;MEDIUM;4;4;1;40;25;20,8;NO;;;0;0
255;10;0;19,3666666666667;28,1;1;5;4;L;2020;;6;SMALL;4;4;1;46;16;27,7;NO;;;0;0
256;8;0;90,8333333333333;40;1;6;4;R;2020;;6;LARGE;7;5;2;46;25;20,8;NO;;;0;0
257;5;1;10,7;26,2;1;4;4;L;2020;;6;MEDIUM;4;4;1;45;20;17,7;NO;;;0;0
258;5;1;70,8;38;1;6;4;L;2020;;6;LARGE;7;5;2;46;14;22,5;NO;;;0;0
259;11;1;26,5;16,3;0;5;1;L;2020;;6;X-SMALL;2;4;0;40;30;20,8;NO;;;0;0
260;6;1;76,1;18,2;0;4;4;L;2020;;6;SMALL;2;4;0;40;15;20,8;NO;;;0;0
261;10;1;112,866666666667;36,1;1;6;4;R;2020;;6;MEDIUM;7;4;2;47;22;22,5;NO;;;0;0
262;5;0;69,6;41,6;1;5;4;L;2020;;6;LARGE;7;5;2;45;28;20,8;NO;;;0;0
263;5;0;69,0333333333333;35,7;1;5;4;L;2020;;6;LARGE;7;5;2;46;22;22,5;NO;;;0;0
264;11;0;55,7;18,4;0;4;4;L;2020;;6;X-SMALL;2;4;0;40;12;22,5;NO;;;0;0
265;12;0;11,0666666666667;31,5;1;5;4;R;2020;;6;MEDIUM;4;4;1;40;20;20,8;NO;;;0;0
266;10;0;8,73333333333333;31,5;1;5;4;L;2020;;6;SMALL;2;4;0;42;22;22,5;NO;;;0;0
267;2;0;50,4333333333333;29,7;1;5;4;R;2020;;6;SMALL;2;4;0;40;14;24,2;NO;;;0;0
268;13;0;93,9333333333333;43,1;1;5;4;R;2020;;6;LARGE;7;5;2;48;20;22,5;NO;;;0;0
269;3;0;16,4666666666667;55;1;5;4;R;2020;;6;X-LARGE;9;5;2;45;20;14,6;NO;;;0;0
270;12;0;80,6333333333333;27,5;1;6;4;R;2020;;6;MEDIUM;4;4;1;40;16;20,8;NO;;;0;0
271;6;0;66,3;23,4;1;5;4;L;2020;;6;SMALL;2;4;0;38;20;17,7;NO;;;0;0
272;12;0;72,4333333333333;35;1;5;4;R;2020;;6;LARGE;7;5;2;45;14;20,8;NO;;;0;0
273;12;1;48,0333333333333;37;1;6;4;R;2020;;6;MEDIUM;4;4;1;40;15;17,7;NO;;;0;0
274;2;0;29,7666666666667;20,8;1;5;4;R;2020;;6;X-SMALL;1;4;0;40;15;19,2;NO;;;0;0
275;8;0;22,4333333333333;59;1;6;4;R;2020;;6;X-LARGE;7;5;2;45;18;17,7;NO;;;0;0
276;13;1;68,7333333333333;42,3;1;6;4;L;2020;;6;MEDIUM;7;4;2;46;24;20,8;NO;;;0;0
277;1;0;28,5666666666667;25;1;7;4;R;2020;;6;SMALL;2;4;0;46;20;19,2;NO;;;0;0
278;5;0;48,0333333333333;44,6;1;5;4;R;2020;;6;LARGE;7;5;2;45;20;17,7;NO;;;0;0
279;12;1;35,5666666666667;33,2;1;5;4;L;2020;;6;MEDIUM;4;5;1;45;15;20,8;NO;;;0;0
280;2;0;25,6333333333333;30,1;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;15;27,7;NO;;;0;0
281;6;0;97,4666666666667;20;0;5;4;R;2020;;6;SMALL;2;4;0;45;20;24,2;NO;;;0;0
282;2;1;24,6;24,3;1;6;4;L;2020;;6;SMALL;2;4;0;40;14;20,8;NO;;;0;0
283;5;1;84,6;31,3;1;5;4;L;2020;;6;MEDIUM;4;5;1;40;28;24,2;NO;;;0;0
284;6;0;52,9333333333333;17;0;4;4;L;2020;;6;SMALL;2;4;0;42;14;20,8;NO;;;0;0
285;10;0;14,9;31;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;20;27,7;NO;;;0;0
286;3;1;9,6;27;1;5;4;L;2020;;6;MEDIUM;4;4;1;42;22;20,8;NO;;;0;0
287;11;1;114,733333333333;21;1;5;4;R;2020;;6;SMALL;2;4;0;40;22;22,5;NO;;;0;0
288;10;1;94,7666666666667;31,8;1;6;4;L;2020;;6;MEDIUM;4;4;1;40;12;24,2;NO;;;0;0
289;10;0;72,0666666666667;26,6;1;5;4;R;2020;;6;X-SMALL;2;4;0;45;15;20,8;NO;;;0;0
290;6;0;56,5666666666667;24,3;1;6;4;R;2020;;6;SMALL;2;4;0;45;19;17,7;NO;;;0;0
291;9;1;17,3;39,2;1;4;4;R;2020;;6;LARGE;7;5;2;45;15;24,2;NO;;;0;0
292;5;1;8,76666666666667;21,5;1;4;4;R;2020;;6;MEDIUM;4;4;1;45;18;17,7;NO;;;0;0
293;11;0;54,0333333333333;24,5;1;4;4;L;2020;;6;MEDIUM;4;4;1;46;20;20,8;NO;;;0;0
294;10;0;17,2666666666667;28,1;1;5;4;R;2020;;6;SMALL;4;4;1;45;14;22,5;NO;;;0;0
295;5;1;19;35,5;1;5;4;L;2020;;6;MEDIUM;4;4;1;44;20;20,8;NO;;;0;0
296;11;1;66,6;22,7;1;5;4;R;2020;;6;SMALL;2;4;0;40;18;22,5;NO;;;0;0
297;11;1;64;23,5;1;4;4;L;2020;;6;SMALL;4;4;1;45;15;24,2;NO;;;0;0
298;12;1;100,466666666667;38,8;1;8;4;R;2020;;6;MEDIUM;4;4;1;46;22;22,5;NO;;;0;0
299;9;0;88,7333333333333;50;1;6;4;R;2020;;6;LARGE;7;5;2;40;18;24,2;NO;;;0;0
300;12;1;9,03333333333333;34,4;1;5;4;R;2020;;6;MEDIUM;6;4;1;46;22;17,7;NO;;;0;0
301;10;0;20,7;32,5;1;5;4;L;2020;;6;MEDIUM;7;4;2;46;15;17,7;NO;;;0;0
302;12;0;61,4333333333333;33,5;1;5,5;4;L;2020;;6;MEDIUM;4;4;1;47;35;27,7;NO;;;0;0
303;5;0;85,2666666666667;32,2;1;5;4;L;2020;;6;LARGE;6;4;1;47;20;25,9;NO;;;0;0
304;12;0;36,0666666666667;26,9;1;4;4;R;2020;;6;MEDIUM;4;4;1;40;24;25,9;NO;;;0;0
305;8;0;60,7;49,6;1;6;4;R;2020;;6;X-LARGE GIANT;7;5;2;45;25;31,3;NO;;;0;0
306;6;1;90,8333333333333;20;0;5;4;L;2020;;6;SMALL;2;4;0;46;28;24,2;NO;;;0;0
307;12;0;82,2333333333333;30,3;1;6;4;R;2020;;6;SMALL;2;4;0;40;22;14,6;NO;;;0;0
308;8;0;87,7666666666667;40;1;6;4;L;2020;;6;LARGE;7;5;2;44;30;31,3;NO;;;0;0
309;5;1;90,8333333333333;28,9;1;5;4;L;2020;;6;MEDIUM;4;5;1;40;25;25,9;NO;;;0;0
310;11;1;67,0666666666667;24,8;1;6;4;R;2020;;6;X-SMALL;1;4;0;40;22;17,7;NO;;;0;0
311;9;1;62,2333333333333;32,8;1;7;4;R;2020;;6;MEDIUM;4;5;1;43;20;22,5;NO;;;0;0
312;10;0;77,5333333333333;38,5;1;7;4;R;2020;;6;MEDIUM;7;5;2;47;18;24,2;NO;;;0;0
313;12;1;72,6666666666667;26,3;1;5;4;L;2020;;6;MEDIUM;4;4;1;40;30;31,3;NO;;;0;0
314;6;1;41,6666666666667;22,7;1;6;4;L;2020;;6;X-SMALL;2;4;0;40;22;20,8;NO;;;0;0
315;12;1;28,3333333333333;38,5;1;6;4;R;2020;;6;LARGE;4;4;1;45;20;20,8;NO;;;0;0
316;10;0;17,1;35,5;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;15;17,7;NO;;;0;0
317;10;0;8,5;38,5;1;8;4;R;2020;;6;MEDIUM;4;4;1;45;22;24,2;NO;;;0;0
318;6;0;27,5666666666667;19,8;0;5;4;L;2020;;6;X-SMALL;2;4;0;43;40;35,3;NO;;;0;0
319;10;0;75,8;39,3;1;7;4;R;2020;;6;MEDIUM;4;4;1;45;24;24,2;NO;;;0;0
320;1;0;17;23;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;20;20,8;NO;;;0;0
321;8;0;7,63333333333333;57,5;1;6;4;L;2020;;6;X-LARGE GIANT;7;5;2;46;15;14,6;NO;;;0;0
322;6;1;40,3;15,9;0;4;4;L;2020;;6;X-SMALL;1;4;0;40;18;20,8;NO;;;0;0
323;11;0;9,76666666666667;24,2;1;4;4;L;2020;;6;SMALL;2;4;0;45;17;22,5;NO;;;0;0
324;3;1;7,5;23;1;5;4;R;2020;;6;MEDIUM;4;5;1;40;25;31,3;NO;;;0;0
325;11;1;22,5;17,6;0;4;4;R;2020;;6;X-SMALL;1;4;0;40;22;24,2;NO;;;0;0
326;10;0;14,4666666666667;35;1;6;4;L;2020;;6;MEDIUM;4;4;1;45;15;20,8;NO;;;0;0
327;10;1;113,533333333333;37,5;1;8;4;R;2020;;6;MEDIUM;7;4;2;47;16;20,8;NO;;;0;0
328;6;0;50,3666666666667;17,5;0;4;4;R;2020;;6;SMALL;2;4;0;38;14;25,9;NO;;;0;0
329;11;0;75,3333333333333;25,7;1;6;4;L;2020;;6;SMALL;2;4;0;46;20;25,9;NO;;;0;0
330;12;0;45,8333333333333;34,5;1;6;4;R;2020;;6;LARGE;7;4;2;46;14;22,5;NO;;;0;0
331;10;0;43,1333333333333;30,7;1;5;4;L;2020;;6;MEDIUM;4;4;1;50;15;14,6;NO;;;0;0
332;11;1;6,8;25;1;5;4;L;2020;;6;MEDIUM;4;4;1;40;19;24,2;NO;;;0;0
333;12;0;115,066666666667;32,5;1;8;4;R;2020;;6;MEDIUM;4;4;1;45;12;20,8;NO;;;0;0
334;6;1;71,4333333333333;17,9;0;4;4;R;2020;;6;SMALL;2;4;0;40;18;20,8;NO;;;0;0
335;6;0;102,966666666667;22,1;1;6;4;R;2020;;6;SMALL;2;4;0;42;20;22,5;NO;;;0;0
336;3;0;49,7333333333333;32,2;1;5;4;L;2020;;6;MEDIUM;4;4;1;42;17;17,7;NO;;;0;0
337;5;0;15,6666666666667;28,3;1;5;4;L;2020;;6;MEDIUM;4;4;1;42;16;27,7;NO;;;0;0
338;10;0;12,4666666666667;33,4;1;6;4;L;2020;;6;SMALL;2;4;0;40;14;14,6;NO;;;0;0
339;5;0;71,3;39,6;1;5;4;R;2020;;6;LARGE;6;5;1;40;20;17,7;NO;;;0;0
340;12;0;33,7;27,4;1;4;4;L;2020;;6;MEDIUM;4;4;1;40;20;25,9;NO;;;0;0
341;11;0;8,36666666666667;24;1;4;4;R;2020;;6;SMALL;2;4;0;40;14;20,8;NO;;;0;0
342;6;1;39,8;24,2;1;6;4;R;2020;;6;X-SMALL;2;4;0;40;20;20,8;NO;;;0;0
343;3;1;65,8666666666667;34,5;1;5;4;R;2020;;6;MEDIUM;4;4;1;40;40;24,2;NO;;;0;0
344;3;0;16,0666666666667;38;1;4;4;L;2020;;6;MEDIUM;4;4;1;44;10;20,8;NO;;;0;0
345;10;0;15,0666666666667;34,5;1;5;4;R;2020;;6;MEDIUM;4;4;1;40;15;11,5;NO;;;0;0
346;5;0;56;51,4;1;6,5;4;L;2020;;6;LARGE;7;5;2;46;20;20,8;NO;;;0;0
347;6;1;38,2666666666667;16,2;0;4;4;R;2020;;6;X-SMALL;1;4;0;40;20;14,6;NO;;;0;0
348;12;0;28,9666666666667;32,2;1;5;4;L;2020;;6;MEDIUM;4;5;1;40;16;27,7;NO;;;0;0
349;1;0;14,8666666666667;23;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;20;20,8;NO;;;0;0
350;9;0;81,3333333333333;46;1;7;4;R;2020;;6;LARGE;7;4;2;48;18;19,2;NO;;;0;0
351;11;0;66,7666666666667;24;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;10;20,8;NO;;;0;0
352;11;1;15,1333333333333;24,5;1;5;4;L;2020;;6;SMALL;2;4;0;42;22;19,2;NO;;;0;0
353;12;0;75,4333333333333;30;1;6;4;L;2020;;6;MEDIUM;4;4;1;43;20;20,8;NO;;;0;0
354;12;1;8,86666666666667;26,2;1;5;4;R;2020;;6;MEDIUM;4;4;1;40;18;17,7;NO;;;0;0
355;3;0;15,5;48;1;5;4;L;2020;;6;X-LARGE;7;5;2;40;16;22,5;NO;;;0;0
356;10;1;12,8333333333333;33;1;6;4;L;2020;;6;MEDIUM;4;4;1;45;14;27,7;NO;;;0;0
357;11;1;123,733333333333;25,7;1;5;4;R;2020;;6;SMALL;2;4;0;42;25;19,2;NO;;;0;0
358;3;0;29,0666666666667;51,7;1;5;4;L;2020;;6;X-LARGE GIANT;7;5;2;45;25;20,8;NO;;;0;0
359;6;0;10,2333333333333;17;0;5;4;R;2020;;6;X-SMALL;2;4;0;38;15;19,2;NO;;;0;0
360;11;1;37,2333333333333;25,9;1;4;4;R;2020;;6;MEDIUM;4;4;1;44;18;20,8;NO;;;0;0
361;12;1;82;38,4;1;8;4;R;2020;;6;MEDIUM;7;4;2;48;16;14,6;NO;;;0;0
362;9;0;31,9333333333333;59,2;1;7;4;L;2020;;6;LARGE;7;6;3;45;25;22,5;NO;;;0;0
363;11;1;20,6333333333333;20,6;1;4;4;L;2020;;6;SMALL;2;4;0;44;16;17,7;NO;;;0;0
364;12;1;38,9333333333333;28,3;1;5;4;L;2020;;6;SMALL;2;4;0;40;18;17,7;NO;;;0;0
365;6;0;34,2333333333333;21,2;1;5;4;R;2020;;6;SMALL;2;4;0;40;16;20,8;NO;;;0;0
366;5;1;50,6666666666667;39;1;4;4;L;2020;;6;LARGE;6;5;1;45;20;20,8;NO;;;0;0
367;10;0;108,933333333333;35,9;1;5;4;L;2020;;6;MEDIUM;4;4;1;48;15;17,7;NO;;;0;0
368;5;0;24,4333333333333;35,6;1;5;4;L;2020;;6;LARGE;7;5;3;45;21;22,5;NO;;;0;0
369;1;0;20,2;25,3;1;7;4;L;2020;;6;SMALL;2;4;0;45;24;22,5;NO;;;0;0
370;11;0;5,8;24,5;1;5;4;R;2020;;6;SMALL;2;4;0;44;23;22,5;NO;;;0;0
371;5;1;83,6333333333333;30,9;1;5;4;L;2020;;6;MEDIUM;4;4;1;42;15;22,5;NO;;;0;0
372;5;0;21,3333333333333;36,2;1;5;4;L;2020;;6;LARGE;7;4;3;46;20;22,5;NO;;;0;0
373;3;0;26,4666666666667;49,3;1;5;4;R;2020;;6;X-LARGE GIANT;7;5;3;40;20;24,2;NO;;;0;0
374;11;1;11,9333333333333;21,6;1;5;4;R;2020;;6;SMALL;2;4;0;42;22;22,5;NO;;;0;0
375;12;1;7,56666666666667;29,2;1;5;4;L;2020;;6;MEDIUM;4;4;1;40;18;25,9;NO;;;0;0
376;1;0;107,966666666667;22,3;1;4;4;R;2020;;6;SMALL;2;4;0;45;15;16,1;NO;;;0;0
377;12;1;41,2;27,3;1;5;4;L;2020;;6;MEDIUM;4;4;1;45;15;25,9;NO;;;0;0
378;10;1;10,4666666666667;30;1;5;4;R;2020;;6;MEDIUM;4;4;1;45;14;19,2;NO;;;0;0
379;10;0;91,5333333333333;42,3;1;7;4;L;2020;;6;LARGE;7;5;3;45;25;22,5;NO;;;0;0
380;10;1;64,3333333333333;40,3;1;7;4;L;2020;;6;LARGE;7;5;3;43;20;20,8;NO;;;0;0
381;10;1;81,9666666666667;32;1;6;4;L;2020;;6;MEDIUM;4;4;1;45;20;14,6;NO;;;0;0
382;10;1;33,2666666666667;28,7;1;6;4;L;2020;;6;SMALL;4;4;1;42;25;24,2;NO;;;0;0
383;11;1;74,3;25,8;1;4;4;R;2020;;6;SMALL;2;4;0;40;15;20,8;NO;;;0;0
384;10;1;11,7333333333333;26,7;1;5;4;L;2020;;6;SMALL;2;4;0;40;16;17,7;NO;;;0;0
385;1;1;12,1;22,4;1;5;4;L;2019;;6;SMALL;2;4;0;43;18;20,8;NO;;;0;0
386;12;1;61,9666666666667;38,6;1;5;4;R;2019;;6;LARGE;6;5;1;43;20;24,2;NO;;;0;0
387;5;1;8,76666666666667;33,4;1;6;4;R;2019;;6;MEDIUM;4;4;1;46;20;17,7;NO;;;0;0
388;6;0;11,4;27,2;1;6;4;R;2019;;6;SMALL;2;4;0;47;18;24,2;NO;;;0;0
389;12;1;85,0666666666667;34,1;1;5;4;L;2019;;6;LARGE;6;5;1;43;16;20,8;NO;;;0;0
390;5;0;15,1;32;1;5;4;L;2019;;6;MEDIUM;3;4;0;43;15;11,5;NO;;;0;0
391;10;1;10,8;29,7;1;6;4;L;2019;;6;SMALL;2;4;0;45;15;22,5;NO;;;0;0
392;10;1;10,4666666666667;30,9;1;6;4;L;2019;;6;MEDIUM;4;4;1;44;20;14,6;NO;;;0;0
393;7;1;27,6;48,5;1;6;4;L;2019;;6;LARGE;7;5;3;43;16;22,5;NO;;;0;0
394;10;0;82,4333333333333;32;1;5;4;R;2019;;6;MEDIUM;3;4;0;45;26;16,1;NO;;;0;0
395;10;0;116,066666666667;40,6;1;7;4;L;2019;;6;LARGE;6;5;1;48;25;14,6;NO;;;0;0
396;2;1;8,13333333333333;20;0;5;4;L;2019;;6;SMALL;2;4;0;45;20;17,7;NO;;;0;0
397;5;1;70,6;31;1;5;4;L;2019;;6;MEDIUM;4;5;1;47;17;20,8;NO;;;0;0
398;12;0;45,0333333333333;33,8;1;5;4;L;2019;;6;LARGE;4;5;1;46;24;31,3;NO;;;0;0
399;3;0;16,5333333333333;40,6;1;5;4;R;2019;;6;LARGE;4;5;1;40;16;19,2;NO;;;0;0
400;5;1;71,5666666666667;29,6;1;5;4;R;2019;;6;MEDIUM;3;4;0;42;14;22,5;NO;;;0;0
401;3;1;13,4;36,9;1;5;4;R;2019;;6;MEDIUM;4;4;1;43;20;11,5;NO;;;0;0
402;5;0;27,9666666666667;41;1;5;4;L;2019;;6;LARGE;7;5;3;48;18;17,7;NO;;;0;0
403;1;1;12,1;15,8;0;4;4;R;2019;;6;SMALL;2;4;0;44;15;19,2;NO;;;0;0
404;10;1;60,7666666666667;22,5;1;7;4;L;2019;;6;X-SMALL;3;4;0;43;16;24,2;NO;;;0;0
405;5;0;15,1666666666667;32,6;1;5;4;R;2019;;6;MEDIUM;4;5;1;46;24;22,5;NO;;;0;0
406;5;1;37,1666666666667;34,5;1;6;4;R;2019;;6;LARGE;4;5;1;43;20;22,5;NO;;;0;0
407;10;1;9,3;26,5;1;6;4;R;2019;;6;SMALL;2;4;0;40;12;17,7;NO;;;0;0
408;10;0;60,4333333333333;37,6;1;5;4;R;2019;;6;MEDIUM;3;4;0;45;19;17,7;NO;;;0;0
409;5;0;10,3333333333333;26,5;1;5;4;R;2019;;6;MEDIUM;4;4;1;44;20;19,2;NO;;;0;0
410;12;1;10,9333333333333;26,3;1;6;4;L;2019;;6;SMALL;2;4;0;42;12;19,2;NO;;;0;0
411;10;0;10,2;32;1;6;4;L;2019;;6;MEDIUM;4;4;1;43;12;19,2;NO;;;0;0
412;10;1;42,7;29,6;1;6;4;R;2019;;6;MEDIUM;3;4;0;40;15;11,5;NO;;;0;0
413;1;0;26,1666666666667;19,4;0;4;4;R;2019;;6;X-SMALL;2;4;0;44;20;20,8;PARTIAL;;;0;0
414;12;1;16,0666666666667;31,4;1;5;4;L;2019;;6;MEDIUM;3;4;0;45;20;19,2;NO;;;0;0
415;5;1;45,3;25,8;1;6;4;L;2019;;6;LARGE;7;5;3;46;18;31,3;NO;;;0;0
416;5;0;51,5333333333333;31,2;1;5;4;R;2019;;6;LARGE;4;5;1;45;20;22,5;NO;;;0;0
417;12;0;88,9333333333333;36,6;1;7;4;R;2019;;6;SMALL;4;4;1;45;22;24,2;NO;;;0;0
418;8;0;10,8666666666667;40,1;1;5;4;R;2019;;6;LARGE;4;5;1;44;20;17,7;NO;;;0;0
419;5;1;10,8333333333333;38,2;1;7;4;L;2019;;6;MEDIUM;4;5;1;42;23;24,2;NO;;;0;0
420;2;1;9,73333333333333;21;1;4;4;R;2019;;6;SMALL;2;4;0;40;22;19,2;NO;;;0;0
421;10;1;84,3333333333333;34;1;7;4;L;2019;;6;MEDIUM;3;4;0;45;20;20,8;NO;;;0;0
422;8;0;9,46666666666667;44,6;1;5;4;L;2019;;6;LARGE;7;5;3;48;30;17,7;NO;;;0;0
423;12;0;60,4;39,6;1;5;4;L;2019;;6;LARGE;7;5;3;50;20;20,8;NO;;;0;0
424;12;0;46,4333333333333;35;1;6;4;R;2019;;6;MEDIUM;3;4;0;44;20;20,8;NO;;;0;0
425;2;0;15,8;31,6;1;5;4;R;2019;;6;LARGE;4;5;1;45;13;22,5;NO;;;0;0
426;12;1;7,06666666666667;26,2;1;4;4;R;2019;;6;MEDIUM;4;4;1;45;20;29,5;NO;;;0;0
427;12;0;64,9333333333333;39,3;1;5;4;L;2019;;6;LARGE;7;5;3;43;18;22,5;NO;;;0;0
428;12;1;30,4666666666667;26,3;1;5;4;R;2019;;6;MEDIUM;2;4;0;45;15;24,2;NO;;;0;0
429;11;1;36,3333333333333;19,2;0;4;4;R;2019;;6;SMALL;2;4;0;40;15;14,6;NO;;;0;0
430;12;1;17,5666666666667;33,6;1;5;4;R;2019;;6;MEDIUM;4;5;0;40;23;17,7;NO;;;0;0
431;8;0;12,9666666666667;37,1;1;5;4;L;2019;;6;LARGE;4;5;1;43;10;25,9;NO;;;0;0
432;12;0;14;27;1;5;4;L;2019;;6;MEDIUM;4;5;1;43;15;22,5;NO;;;0;0
433;6;0;71,9666666666667;20;0;5;4;R;2019;;6;SMALL;2;4;0;42;13;22,5;NO;;;0;0
434;11;0;6,83333333333333;25,8;1;6;4;R;2019;;6;SMALL;2;4;0;42;13;22,5;NO;;;0;0
435;11;1;27,8;17;0;4;4;L;2019;;6;X-SMALL;1;4;0;42;17;22,5;NO;;;0;0
436;3;0;19,0333333333333;43;1;5;4;R;2019;;6;LARGE;7;5;3;45;20;17,7;NO;;;0;0
437;10;1;68,1;28;1;6;4;R;2019;;6;MEDIUM;3;4;0;45;24;14,6;NO;;;0;0
438;5;0;17,7333333333333;31,5;1;4;4;L;2019;;6;MEDIUM;4;5;1;44;20;22,5;NO;;;0;0
439;11;1;79,7666666666667;19;0;5;4;R;2019;;6;SMALL;2;4;0;46;24;25,9;NO;;;0;0
440;6;0;53,9;19,7;0;5;4;L;2019;;6;SMALL;2;4;0;40;17;22,5;NO;;;0;0
441;2;0;9,56666666666667;29,2;1;5;4;R;2019;;6;MEDIUM;4;4;1;40;16;19,2;NO;;;0;0
442;5;1;16,3666666666667;28,1;1;5;4;R;2019;;6;MEDIUM;4;4;1;40;19;17,7;NO;;;0;0
443;12;1;12,3333333333333;29,6;1;4;4;R;2019;;6;SMALL;2;4;0;43;14;24,2;NO;;;0;0
444;10;0;11,3333333333333;34,8;1;5;4;L;2019;;6;MEDIUM;4;4;1;45;22;14,6;NO;;;0;0
445;12;0;16,3666666666667;27,8;1;4;4;R;2019;;6;MEDIUM;4;5;1;40;12;19,2;NO;;;0;0
446;1;0;28,4666666666667;19,4;0;4;4;L;2019;;6;X-SMALL;2;4;0;44;23;16,1;NO;;;0;0
447;9;1;14,1666666666667;47;1;5;4;R;2019;;6;LARGE;7;5;3;47;18;24,2;NO;;;0;0
448;5;1;11,5666666666667;25;1;4;4;R;2019;;6;MEDIUM;4;4;1;45;25;22,5;NO;;;0;0
449;12;0;10,3;23,5;1;5;4;L;2019;;6;MEDIUM;4;4;1;40;20;22,5;NO;;;0;0
450;2;1;11,6666666666667;22,5;1;5;4;L;2019;;6;MEDIUM;4;4;1;48;22;25,9;NO;;;0;0
451;5;0;18,3666666666667;38,9;1;5;4;L;2019;;6;LARGE;7;4;3;45;20;22,5;PARTIAL;;;0;0
452;10;0;108,933333333333;39,5;1;7;4;R;2019;;6;MEDIUM;4;4;1;45;20;20,8;NO;;;0;0
453;5;1;17,4666666666667;31,4;1;6;4;L;2019;;6;MEDIUM;4;4;1;40;18;22,5;NO;;;0;0
454;10;0;8,3;20;0;5;4;L;2019;;6;MEDIUM;4;4;1;46;10;27,7;NO;;;0;0
455;12;0;13,6666666666667;32,3;1;5;4;R;2019;;6;LARGE;7;5;3;46;16;20,8;NO;;;0;0
456;6;1;49,9;17,4;0;5;4;L;2019;;6;SMALL;2;4;0;43;10;20,8;NO;;;0;0
457;12;1;9,16666666666667;31,5;1;4;4;L;2019;;6;MEDIUM;4;4;1;43;18;17,7;NO;;;0;0
458;11;1;6,2;17,8;0;5;4;L;2019;;6;SMALL;2;4;0;42;16;20,8;NO;;;0;0
459;1;0;124;17,4;0;6;4;R;2019;;6;X-SMALL;1;4;0;42;20;20,8;NO;;;0;0
460;11;0;15,9333333333333;25,5;1;5;4;L;2019;;6;SMALL;2;4;0;42;15;14,6;NO;;;0;0
461;10;0;65,1666666666667;41,3;1;5;4;R;2019;;6;MEDIUM;4;4;1;44;26;14,6;NO;;;0;0
462;5;0;13,3666666666667;37,7;1;5;4;R;2019;;6;LARGE;7;5;3;40;16;20,8;NO;;;0;0
463;8;0;59,3666666666667;44;1;5;4;R;2019;;6;LARGE;7;5;3;45;20;11,5;NO;;;0;0
